MaxErr,SKO,Span,s22,c22,s31,c31
0.203031,0.549242,3.38105,0.7,-0.6,-0.8,-0.8
0.261882,0.658281,4.02332,-1,-0.8,-0.8,-0.8
0.268442,0.654153,3.96331,-0.8,-0.9,-0.7,-1
2.56E-01,0.726579,4.51976,-1,-0.9,0.9,-1
0.256459,0.674228,4.08593,-1,-0.8,-0.8,-0.9
0.289883,0.654153,4.04049,-0.9,-1,-0.1,1
2.43E-01,0.684044,4.17855,-0.9,-0.8,-1,0.9
0.253958,0.655108,3.96379,-1,-0.6,-0.9,-0.9
0.253958,0.655108,3.96379,-1,-0.6,-0.9,-0.9
0.256934,0.629153,3.73926,-1,0.4,-0.9,0.9
0.258276,0.6733,4.01248,-1,-0.7,-0.8,-1
0.258009,0.668331,4.03117,-0.9,-0.8,-0.8,-1
2.53E-01,0.689202,4.19348,-0.9,-0.9,-1,0.8
0.253907,0.643881,3.91911,-0.8,-0.7,-0.9,-1
0.191431,0.531899,3.23367,-0.7,-0.6,-0.8,0.7
0.191431,0.531899,3.23367,-0.7,-0.6,-0.8,0.7
0.24293,0.633772,3.89994,-0.9,-0.8,-0.8,-0.8
2.72E-01,0.640963,4.02553,-0.5,-1,0.9,-0.9
0.256588,0.68678,4.32816,-1,-0.9,-0.6,1
0.264903,0.720821,4.52759,-1,-1,-1,-0.7
0.274348,0.675463,4.0617,-0.9,-0.9,-0.7,-1
0.268641,0.720821,4.52759,-1,-1,0.7,-1
0.255055,0.653197,4.06483,-0.9,-1,0.8,0.6
0.267874,0.624166,3.75117,-1,-0.7,-0.7,-0.8
0.245183,0.65032,3.96556,-0.9,-0.8,-0.8,-0.9
0.245183,0.65032,3.96556,-0.9,-0.8,-0.8,-0.9
0.261892,0.654153,3.8937,-0.9,-0.8,-0.7,-1
0.266593,0.628159,3.90354,-1,0.5,-1,0.7
0.261737,0.655426,3.94959,-1,-0.7,-0.8,-0.9
0.251971,0.676695,4.27291,-1,-0.9,-0.5,1
0.266033,0.647753,3.79221,-1,-0.8,-0.6,-0.9
3.54E-01,0.625833,3.80127,-0.9,-1,0.6,-0.6
0.291722,0.733712,4.45988,-1,-1,-0.8,-1
0.26686,0.66552,4.012,-1,-0.9,-0.7,-0.8
0.268003,0.621825,3.74509,-1,0.3,-1,0.8
2.30E-01,0.633772,3.89994,-0.9,-0.8,-0.8,0.8
2.59E-01,0.653197,3.91961,-0.9,0.5,-1,-1
0.26507,0.717345,4.38572,-1,-1,-0.9,0.8
0.274231,0.657647,3.98754,-0.9,-0.9,-0.7,-0.9
2.54E-01,0.624166,3.88049,-0.7,-0.7,-0.9,1
0.273694,0.62283,3.93477,-0.8,-0.9,-0.9,-0.6
2.68E-01,0.726579,4.49327,-0.9,-1,-1,0.9
0.261973,0.657013,3.87586,-1,-0.6,-0.8,-1
0.261973,0.657013,3.87586,-1,-0.6,-0.8,-1
0.2353,0.595469,3.71394,-0.8,-0.8,-0.8,-0.7
0.2353,0.595469,3.71394,-0.8,-0.8,-0.8,-0.7
7.36E-03,0.643558,3.73248,-1,-0.9,0.3,0.9
2.90E-01,0.706812,4.45249,-0.8,-1,-1,-0.9
2.82E-01,0.694922,4.225,-1,-0.9,-0.9,0.8
0.260066,0.659229,4.00095,-1,0.5,-1,0.9
0.00646047,0.66552,4.18609,-0.7,-0.9,0.9,-1
0.275045,0.610669,3.81266,-1,-0.6,-0.9,-0.6
2.87E-01,0.691616,4.15155,-1,-0.8,-1,0.8
2.51E-01,0.689807,4.23331,-1,-0.8,0.9,0.9
2.42E-01,0.647431,4.05431,-0.7,-0.9,0.9,-0.9
2.90E-01,0.726579,4.55089,-0.9,-1,-1,-0.9
2.86E-01,0.64291,4.08315,-0.5,-1,-0.8,1
3.08E-01,0.628159,3.82697,-0.7,-1,-0.9,0.6
2.68E-01,0.691616,4.31507,-1,-0.8,-1,-0.8
2.62E-01,0.671751,4.18638,-0.9,-0.9,-0.8,0.9
2.90E-01,0.674228,4.16769,-1,-0.8,-0.8,0.9
2.68E-01,0.6733,4.1807,-1,-0.7,-1,-0.8
0.289419,0.717345,4.44583,-1,-1,-0.9,-0.8
2.84E-01,0.659229,4.10079,-0.5,-1,-1,0.9
8.63E-03,0.672991,4.11176,-1,-0.6,0.9,-1
2.39E-01,0.65032,4.02092,-0.8,-0.9,-0.9,0.8
0.248839,0.512754,3.2272,0.3,-0.8,-0.7,0.8
0.217168,0.514377,3.24141,-0.5,-0.7,-0.8,-0.7
0.217168,0.514377,3.24141,-0.5,-0.7,-0.8,-0.7
2.75E-01,0.628159,3.90354,-1,0.5,-1,0.7
2.91E-01,0.6889,4.3541,-0.7,-1,-1,-0.9
2.92E-01,0.671441,4.22232,-0.7,-1,-0.9,-0.9
4.96E-03,0.61101,3.77956,-0.8,0.8,-0.8,-0.8
4.22E-03,0.659229,4.15731,-0.5,-1,1,0.9
2.94E-01,0.621825,3.76537,-1,0.6,-0.8,-0.8
2.63E-01,0.630806,3.90825,-0.9,-0.7,-0.8,0.9
0.269445,0.627163,3.77173,-0.8,-0.7,-0.8,-1
2.90E-01,0.642586,4.01076,-1,-0.6,0.7,-1
3.35E-01,0.640963,3.95875,-0.7,-1,-0.9,0.7
0.350464,0.623832,3.97559,-0.6,-1,0.9,0.7
2.75E-03,0.726579,4.438,-1,-0.9,-1,0.9
4.96E-03,0.61101,3.77956,-0.8,-0.8,0.8,0.8
2.47E-03,0.64291,3.95045,-1,0.5,0.8,1
1.90E-03,0.661753,3.88023,-1,-0.9,0.3,1
2.86E-01,0.655426,4.03752,-1,-0.7,0.8,-0.9
1.40E-03,0.565317,3.44103,-0.8,0.8,-0.7,-0.6
1.13E-03,0.565317,3.50094,-0.8,0.8,-0.6,-0.7
1.44E-03,0.631137,3.84558,-1,-0.4,0.8,-1
1.32E-03,0.632456,3.75304,-0.9,-0.6,-1,0.8
8.53E-04,0.639987,3.84785,-1,-1,0.6,0.5
1.33E-03,0.646787,3.73596,-0.8,-1,-0.4,-1
2.63E-01,0.65032,4.04732,-0.9,-0.8,-0.8,0.9
0.00033698,0.639987,4.02436,-0.8,-1,-1,-0.3
1.40E-03,0.565317,3.44103,-0.8,-0.8,0.6,0.7
0.000259063,0.694922,4.28732,-0.9,-1,-0.9,0.8
5.13E-04,0.674228,4.18893,-0.8,-1,-0.9,0.8
1.13E-03,0.565317,3.50094,-0.8,-0.8,0.7,0.6
2.73E-04,0.717345,4.38572,-1,-1,0.9,-0.8
1.34E-03,0.649359,3.99669,-0.7,-0.9,-0.8,-1
4.51E-04,0.638684,3.81752,-1,-0.9,0.6,0.7
2.42E-04,0.671441,4.09424,-1,-0.7,-0.9,0.9
2.39E-04,0.628159,3.84238,-0.5,-1,1,-0.7
9.20E-05,0.674228,4.18893,-0.8,-1,-0.9,0.8
8.99E-05,0.62283,3.93477,-0.8,-0.9,-0.6,0.9
1.44E-03,0.631137,3.84558,-1,0.4,1,-0.8
2.79E-04,0.647753,3.78914,-1,-0.4,1,-0.9
2.05E-04,0.6889,4.24162,-1,-0.7,0.9,-1
1.88E-04,0.649038,4.0877,-0.6,-0.9,0.9,-1
1.67E-04,0.628159,3.90354,-1,0.5,-0.7,-1
1.19E-03,0.68313,4.18687,-0.9,-0.7,1,1
1.69E-04,0.630476,3.8348,-0.9,-0.6,0.9,-0.9
5.61E-05,0.676695,4.27598,-0.9,-1,0.5,-1
2.88E-01,0.689807,4.23331,-1,-0.8,0.9,-0.9
2.10E-04,0.631137,3.79191,-0.8,0.5,-1,-1
1.01E-04,0.660177,4.05715,-0.8,-1,-0.9,0.7
1.44E-04,0.621825,3.74509,-1,-0.3,0.8,-1
5.95E-04,0.630806,3.90825,-0.9,-0.7,-0.9,-0.8
2.47E-03,0.64291,3.95045,-1,-0.5,-1,-0.8
1.20E-04,0.677003,4.17078,-1,-1,0.8,0.6
2.79E-04,0.647753,3.78914,-1,0.4,0.9,-1
4.24E-04,0.663011,4.05887,-0.8,-0.8,-0.9,-1
7.01E-05,0.635741,4.00438,-0.8,-0.9,-0.9,-0.7
4.96E-05,0.632456,3.91876,-0.9,-0.6,0.8,-1
8.63E-03,0.672991,4.11176,-1,0.6,-1,0.9
9.17E-05,0.647753,4.06996,-0.4,-1,-0.9,-1
1.37E-05,0.69851,4.40721,-0.9,-1,1,0.7
2.35E-04,0.706812,4.29893,-1,-0.8,-0.9,-1
3.83E-05,0.629153,3.73926,-1,-0.4,-0.9,0.9
1.36E-05,0.631137,3.98563,-0.4,-1,-1,-0.8
2.22E-05,0.717345,4.44583,-1,-1,0.8,-0.9
2.89E-05,0.574093,3.49311,-0.8,0.7,-0.8,-0.7
1.44E-04,0.621825,3.74509,-1,0.3,1,-0.8
1.10E-05,0.637377,4.02201,-0.9,-0.9,1,0.3
1.08E-05,0.639987,4.03798,-1,-0.8,1,0.3
9.92E-06,0.661753,4.16242,-1,-0.9,0.3,-1
1.31E-05,0.691616,4.26309,-0.8,-1,1,-0.8
2.57E-05,0.649359,4.05563,-0.9,-0.7,0.8,-1
1.06E-05,0.659229,4.20577,-0.7,-1,-1,-0.7
1.40E-04,0.669266,3.95415,-1,-0.9,-0.6,-0.9
2.17E-05,0.732006,4.5175,-1,-1,0.9,-0.9
1.16E-05,0.748053,4.65883,-1,-1,0.9,-1
1.14E-05,0.623832,3.97559,-0.6,-1,0.7,-0.9
2.48E-05,0.649359,4.11193,-0.7,-0.9,0.8,-1
1.03E-05,0.658913,3.89198,-0.9,-1,-0.9,0.5
9.62E-06,0.66552,4.139,-0.9,-1,0.7,-0.8
1.08E-05,0.668331,4.21767,-1,-0.9,0.4,-1
1.03E-05,0.668331,4.21036,-0.9,-1,0.4,-1
8.90E-06,0.553399,3.52748,-0.6,-0.9,-0.8,-0.5
1.15E-05,0.624166,3.95136,-0.5,-1,0.8,-0.9
9.84E-06,0.635085,3.73434,-0.8,-1,-1,0.2
1.04E-05,0.635741,4.00438,-0.8,-0.9,-0.7,0.9
9.81E-06,0.654153,4.04049,-0.9,-1,1,0.1
1.17E-05,0.6733,4.1647,-0.7,-1,1,-0.8
9.82E-06,0.620148,3.93441,-1,-0.7,1,0.3
8.61E-06,0.625833,3.80127,-0.9,-1,0.6,-0.6
1.01E-05,0.628159,4.00898,-0.5,-1,1,0.7
9.21E-06,0.629484,3.81338,-0.9,-0.9,1,-0.1
9.48E-06,0.632126,3.90008,-0.8,-1,1,0.1
9.68E-06,0.635085,3.82227,-1,-0.8,1,-0.2
1.14E-05,0.636069,3.76935,-0.7,-1,1,-0.5
1.14E-05,0.646787,3.73721,-1,-0.8,-1,0.4
9.46E-06,0.653197,4.04181,-1,-0.9,0.6,-0.8
9.14E-06,0.654153,4.06209,-1,-0.9,1,0.1
2.32E-05,0.657013,4.0663,-0.6,-1,1,-0.8
1.12E-05,0.657013,4.0663,-0.6,-1,1,-0.8
9.87E-06,0.658913,3.82237,-1,-0.9,-0.9,0.5
1.16E-05,0.663325,3.92992,-0.9,-0.9,1,-0.6
2.90E-04,0.66552,4.03949,-0.9,-0.7,0.9,1
1.08E-05,0.668331,3.83436,-0.9,-1,1,-0.4
1.04E-05,0.68678,4.34159,-0.9,-1,-0.6,1
1.02E-05,0.689202,4.19348,-0.9,-0.9,1,-0.8
1.02E-05,0.689202,4.19348,-0.9,-0.9,1,-0.8
9.70E-06,0.694922,4.225,-1,-0.9,0.9,-0.8
9.70E-06,0.694922,4.225,-1,-0.9,0.9,-0.8
1.03E-05,0.711805,4.47672,-0.9,-1,0.8,-1
9.80E-06,0.62283,3.75736,-0.8,-0.9,-0.9,0.6
9.33E-06,0.629153,3.8249,-1,-0.8,0.7,-0.7
8.93E-06,0.631137,3.96644,-0.8,-1,0.6,-0.8
9.92E-06,0.639987,3.77974,-1,-0.8,-1,0.3
9.77E-06,0.639987,3.68332,-0.8,-1,-1,0.3
1.15E-05,0.64291,3.96901,-0.5,-1,1,-0.8
1.10E-05,0.652878,3.79814,-0.9,-0.9,1,-0.5
9.19E-06,0.66552,4.09705,-1,-0.9,0.7,-0.8
1.13E-05,0.66552,4.03949,-0.9,-0.7,1,-0.9
1.13E-05,0.66552,4.03949,-0.9,-0.7,1,-0.9
1.01E-05,0.671441,4.09424,-1,-0.7,0.9,-0.9
8.64E-06,0.675154,4.10561,-1,-1,0.7,-0.7
2.77E-05,0.679461,4.21316,-0.9,-1,-0.8,-0.8
2.77E-05,0.679461,4.21316,-0.9,-1,-0.8,-0.8
9.59E-06,0.68252,4.25871,-1,-1,-0.5,0.9
8.74E-06,0.6889,4.17977,-1,-1,0.8,-0.7
1.04E-05,0.69851,4.38852,-1,-0.9,0.7,-1
1.04E-05,0.69851,4.38852,-1,-0.9,0.7,-1
9.83E-06,0.704154,4.38021,-1,-1,0.7,-0.9
8.47E-06,0.704154,4.25394,-1,-1,0.9,-0.7
1.06E-05,0.711805,4.45414,-1,-0.9,0.8,-1
9.74E-06,0.717345,4.44583,-1,-1,0.8,-0.9
2.08E-05,0.723418,4.52666,-0.8,-1,1,-1
1.03E-05,0.726579,4.51976,-1,-0.9,-0.9,1
9.28E-06,0.732006,4.5175,-1,-1,-0.9,0.9
9.01E-06,0.620148,3.67925,-1,-0.7,1,-0.3
8.38E-06,0.629484,3.91152,-0.9,-0.9,1,0.1
9.79E-06,0.635741,3.9817,-0.9,-0.8,0.7,-0.9
8.33E-06,0.638684,3.99214,-0.6,-1,-0.9,0.8
8.40E-06,0.63901,4.01637,-0.7,-1,-0.8,0.8
9.49E-06,0.644205,3.6762,-0.9,-0.9,1,-0.4
1.03E-05,0.655426,3.72853,-1,-0.8,1,-0.5
9.08E-06,0.668331,4.09509,-0.8,-0.9,1,-0.8
9.08E-06,0.668331,3.8377,-1,-0.9,1,-0.4
8.88E-06,0.671751,4.11932,-0.9,-0.9,0.9,-0.8
9.14E-06,0.674228,4.20347,-1,-1,-0.4,0.9
9.04E-06,0.676695,3.96614,-0.9,-1,1,-0.5
1.54E-05,0.677926,4.25443,-1,-0.8,0.7,-1
7.75E-06,0.677926,4.13131,-0.8,-1,1,-0.7
2.13E-05,0.68313,4.26026,-0.7,-0.9,1,-1
1.89E-05,0.684044,4.26032,-0.9,-0.8,-0.9,1
1.91E-05,0.684044,4.28449,-0.8,-0.9,-0.9,1
2.08E-05,0.690411,4.32987,-0.6,-1,1,-1
1.66E-05,0.691616,4.37833,-0.8,-1,0.8,-1
9.10E-06,0.69252,4.31459,-1,-1,0.6,-0.9
1.54E-05,0.69851,4.38852,-1,-0.9,0.7,-1
1.49E-05,0.69851,4.40721,-0.9,-1,0.7,-1
8.21E-06,0.69851,4.2297,-0.9,-1,1,-0.7
2.11E-05,0.701189,4.35865,-0.8,-0.9,-1,1
1.34E-05,0.704154,4.38021,-1,-1,0.7,-0.9
2.06E-05,0.705927,4.42826,-0.7,-1,1,-1
1.65E-05,0.710047,4.37238,-1,-0.9,0.9,-0.9
1.62E-05,0.711805,4.45414,-1,-0.9,-0.8,1
1.61E-05,0.711805,4.47672,-0.9,-1,-0.8,1
8.93E-06,0.538129,3.40941,0.5,-0.8,0.7,0.8
8.70E-06,0.540062,3.37405,-0.8,-0.6,0.6,-0.8
7.89E-06,0.574093,3.54858,-0.7,-0.8,0.8,-0.7
7.89E-06,0.574093,3.54858,-0.7,-0.8,0.8,-0.7
7.49E-06,0.620148,3.53868,-0.7,-1,1,-0.3
8.17E-06,0.62849,3.90777,-0.9,-0.9,0.6,-0.8
7.80E-06,0.634429,3.72397,-0.9,-0.9,0.9,-0.5
1.00E-05,0.636069,3.60402,-1,-0.7,-1,0.5
1.25E-05,0.641613,3.79871,-0.9,-0.4,1,-1
1.25E-05,0.641613,3.79871,-0.9,-0.4,1,-1
9.36E-06,0.641613,3.83152,-0.8,-0.9,1,-0.6
1.75E-05,0.644851,3.99256,-0.8,-0.8,0.9,-0.9
7.79E-06,0.645174,3.85575,-0.9,-0.9,0.9,-0.6
8.74E-06,0.646787,3.73596,-0.8,-1,1,-0.4
7.88E-06,0.65032,4.02092,-0.8,-0.9,0.9,-0.8
7.99E-06,0.651281,4.00721,-0.9,-1,0.7,-0.7
1.54E-05,0.654153,4.12908,-0.9,-0.8,0.7,-1
7.99E-06,0.654153,3.93203,-0.9,-1,1,-0.1
9.15E-06,0.655426,4.03752,-1,-0.7,-0.8,0.9
9.92E-06,0.655426,4.14394,-1,-0.8,-0.5,1
7.88E-06,0.657013,3.88476,-0.9,-1,1,-0.2
1.52E-05,0.659229,4.12545,-1,-0.7,0.7,-1
1.33E-05,0.660177,4.11125,-1,-0.8,-0.7,0.9
1.97E-05,0.663011,4.05887,-0.8,-0.8,1,-0.9
1.20E-05,0.66552,4.09705,-1,-0.9,-0.7,0.8
8.01E-06,0.66552,4.08138,-0.9,-1,0.8,-0.7
1.92E-05,0.66552,4.12125,-0.9,-0.7,0.9,-1
1.92E-05,0.66552,4.12848,-0.7,-0.9,1,-0.9
8.66E-06,0.665833,3.86031,-1,-0.8,1,-0.6
1.68E-05,0.668331,4.21339,-0.8,-0.9,0.8,-1
1.50E-05,0.671751,4.11932,-0.9,-0.9,0.9,-0.8
1.49E-05,0.674228,4.24655,-0.8,-1,0.8,-0.9
8.60E-06,0.674228,4.08593,-1,-0.8,0.9,-0.8
1.47E-05,0.675463,4.26815,-0.9,-0.9,0.7,-1
2.00E-05,0.677003,4.23257,-0.5,-1,1,-1
1.34E-05,0.679461,4.21316,-0.9,-1,-0.8,0.8
2.15E-05,0.680686,4.20556,-0.8,-0.8,1,-1
1.36E-05,0.681298,4.24114,-1,-0.9,-0.7,0.9
1.35E-05,0.681298,4.27078,-0.9,-1,0.7,-0.9
7.63E-06,0.681298,4.15554,-0.9,-1,0.9,-0.7
2.13E-05,0.68313,4.18687,-0.9,-0.7,1,-1
1.89E-05,0.684044,4.22687,-0.8,-0.9,1,-0.9
1.84E-05,0.6889,4.29648,-0.7,-1,-1,0.9
9.08E-06,0.691616,4.37833,-0.8,-1,-0.8,1
1.67E-05,0.691616,4.26309,-0.8,-1,1,-0.8
1.18E-05,0.69252,4.31459,-1,-1,0.6,-0.9
1.44E-05,0.694922,4.34494,-0.9,-1,-0.8,0.9
1.47E-05,0.694922,4.28732,-0.9,-1,0.9,-0.8
1.56E-05,0.69851,4.2297,-0.9,-1,1,-0.7
1.29E-05,0.702377,4.31155,-1,-1,-0.8,0.8
1.90E-05,0.706812,4.29893,-1,-0.8,1,-0.9
8.81E-06,0.72111,4.465,-0.9,-0.9,1,-1
8.23E-06,0.726579,4.49327,-0.9,-1,1,-0.9
8.23E-06,0.726579,4.49327,-0.9,-1,1,-0.9
9.43E-06,0.512754,3.24569,-0.3,-0.8,0.7,-0.8
9.43E-06,0.512754,3.24569,-0.3,-0.8,0.7,-0.8
7.33E-06,0.536967,3.24879,0.7,-0.7,-0.8,-0.6
7.33E-06,0.536967,3.24879,-0.7,-0.7,-0.8,0.6
7.33E-06,0.536967,3.24879,-0.7,-0.7,-0.8,0.6
9.80E-06,0.621825,3.59735,-0.9,-0.7,1,-0.6
7.95E-06,0.621825,3.56796,-0.8,-0.9,1,-0.4
1.39E-05,0.623832,3.85926,-1,-0.6,0.7,-0.9
8.03E-06,0.624166,3.75117,-1,-0.7,0.8,-0.7
1.04E-05,0.624166,3.69795,-1,-0.5,0.9,-0.8
1.72E-05,0.625167,3.85349,-0.8,-0.7,0.9,-0.9
6.95E-06,0.6255,3.59219,-0.9,-0.9,0.9,-0.4
1.69E-05,0.627163,3.93525,-0.8,-0.7,0.8,-1
1.20E-05,0.628159,3.92703,-1,-0.7,0.6,-0.9
1.04E-05,0.629815,3.58951,-1,-0.6,-1,0.6
1.04E-05,0.629815,3.58951,-1,-0.6,-1,0.6
1.70E-05,0.630476,3.95592,-0.6,-0.9,0.9,-0.9
7.44E-06,0.630806,3.92253,-0.7,-0.9,-0.9,0.8
1.51E-05,0.630806,3.92253,-0.7,-0.9,0.9,-0.8
1.75E-05,0.632456,3.8983,-0.6,-0.9,1,-0.8
1.56E-05,0.634757,3.99001,-0.9,-0.7,0.7,-1
9.69E-06,0.634757,3.85874,-0.9,-0.5,0.9,-1
1.29E-05,0.635741,3.9817,-0.9,-0.8,-0.7,0.9
1.34E-05,0.635741,4.00438,-0.8,-0.9,0.7,-0.9
1.11E-05,0.63705,4.00076,-1,-0.8,0.5,-0.9
7.04E-06,0.63705,3.65961,-1,-0.8,0.9,-0.5
1.53E-05,0.638684,3.90976,-1,-0.6,0.8,-0.9
1.35E-05,0.63901,3.89435,-1,-0.7,0.8,-0.8
1.30E-05,0.63901,4.01637,-0.7,-1,0.8,-0.8
1.35E-05,0.640963,3.98228,-1,-0.7,-0.7,0.9
8.03E-06,0.640963,3.80642,-1,-0.7,0.9,-0.7
1.21E-05,0.641288,3.91337,-0.9,-0.9,-0.8,0.7
1.19E-05,0.641288,3.97338,-0.9,-0.9,-0.7,0.8
7.90E-06,0.641288,3.97338,-0.9,-0.9,-0.7,0.8
1.57E-05,0.642586,4.01076,-1,0.6,-0.7,-1
1.57E-05,0.642586,3.93452,-0.6,-1,1,-0.7
2.05E-05,0.64291,3.94611,-0.7,-0.7,1,-1
1.65E-05,0.64291,3.96901,-0.5,-1,1,-0.8
9.11E-06,0.643881,3.91911,-0.8,-0.7,-1,0.9
1.22E-05,0.643881,3.88014,-1,-0.8,-0.8,0.7
1.16E-05,0.643881,3.96808,-1,-0.8,-0.7,0.8
1.19E-05,0.643881,4.0406,-0.8,-1,0.7,-0.8
7.07E-06,0.643881,3.98298,-0.8,-1,0.8,-0.7
1.86E-05,0.643881,4.00087,-0.8,-0.7,0.9,-1
1.94E-05,0.643881,3.91911,-0.8,-0.7,1,-0.9
8.95E-06,0.644205,4.07725,-0.9,-0.9,0.4,-1
2.15E-05,0.645497,3.92742,-0.8,-0.6,1,-1
1.36E-05,0.646787,4.07106,-1,-0.7,0.6,-1
8.76E-06,0.647431,3.97387,-0.9,-0.7,-0.9,0.9
1.65E-05,0.647431,3.97387,-0.9,-0.7,0.9,-0.9
1.16E-05,0.647753,4.05601,-1,-0.8,-0.6,0.9
1.97E-05,0.649038,3.98218,-0.9,-0.6,0.9,-1
1.88E-05,0.649038,4.03008,-0.6,-0.9,1,-0.9
1.52E-05,0.65032,3.96556,-0.9,-0.8,-0.9,0.8
1.50E-05,0.65032,4.07854,-0.8,-0.9,-0.8,0.9
1.03E-05,0.651281,3.95387,-1,-0.9,-0.7,0.7
1.04E-05,0.651281,4.00721,-0.9,-1,-0.7,0.7
1.05E-05,0.653197,4.04181,-1,-0.9,-0.6,0.8
1.56E-05,0.654153,3.96331,-0.8,-0.9,-1,0.7
1.39E-05,0.654153,4.14777,-0.8,-0.9,0.7,-1
1.66E-05,0.655108,3.96379,-1,-0.6,0.9,-0.9
1.48E-05,0.655426,4.09053,-0.7,-1,-0.9,0.8
8.60E-06,0.655426,4.15584,-0.8,-1,0.5,-1
1.49E-05,0.655426,4.14815,-0.7,-1,0.8,-0.9
6.92E-06,0.655426,3.86774,-0.8,-1,1,-0.5
1.29E-05,0.655744,4.04516,-0.9,-0.9,-0.8,0.8
1.58E-05,0.657013,4.18154,-0.6,-1,0.8,-1
1.26E-05,0.657647,4.12077,-0.9,-0.9,-0.7,0.9
1.37E-05,0.657647,3.98754,-0.9,-0.9,0.9,-0.7
1.32E-05,0.658281,4.02332,-1,-0.8,-0.8,0.8
1.11E-05,0.658913,4.12974,-1,-0.9,0.5,-0.9
1.55E-05,0.659229,4.03291,-0.7,-1,-1,0.7
1.33E-05,0.660177,4.17238,-0.8,-1,0.7,-0.9
2.10E-05,0.662067,4.06649,-0.8,-0.7,1,-1
9.08E-06,0.663325,4.20253,-0.9,-0.9,-0.6,1
1.21E-05,0.66552,4.012,-1,-0.9,-0.8,0.7
1.14E-05,0.66552,4.08138,-0.9,-1,-0.8,0.7
1.19E-05,0.66552,4.139,-0.9,-1,-0.7,0.8
1.84E-05,0.66552,4.03949,-0.9,-0.7,1,-0.9
1.28E-05,0.665833,4.19918,-1,-0.8,0.6,-1
1.94E-05,0.665833,4.19878,-0.4,-1,1,-1
1.00E-05,0.666771,4.11553,-1,-1,-0.5,0.8
2.06E-05,0.667083,4.0478,-0.9,-0.6,1,-1
8.26E-06,0.668331,4.03117,-0.9,-0.8,1,-0.8
1.18E-05,0.669266,4.18498,-1,-0.9,0.6,-0.9
8.46E-06,0.669266,4.18498,-1,-0.9,0.6,-0.9
1.20E-05,0.669266,4.19662,-0.9,-1,0.6,-0.9
1.21E-05,0.669266,4.02376,-0.9,-1,0.9,-0.6
1.91E-05,0.672991,4.02079,-1,-0.6,1,-0.9
1.73E-05,0.6733,4.01248,-1,-0.7,-1,0.8
1.56E-05,0.6733,4.27993,-0.7,-1,0.8,-1
1.68E-05,0.6733,4.1647,-0.7,-1,1,-0.8
1.50E-05,0.674228,4.08593,-1,-0.8,-0.9,0.8
1.07E-05,0.674228,4.20347,-1,-1,0.4,-0.9
1.04E-05,0.675154,4.10561,-1,-1,-0.7,0.7
1.49E-05,0.675463,4.0617,-0.9,-0.9,-1,0.7
1.23E-05,0.676695,4.27291,-1,-0.9,0.5,-1
7.75E-06,0.676695,3.89653,-1,-0.9,1,-0.5
1.08E-05,0.677003,4.17078,-1,-1,-0.6,0.8
1.54E-05,0.677926,4.13131,-0.8,-1,-1,0.7
9.56E-06,0.677926,4.25443,-1,-0.8,0.7,-1
1.42E-05,0.677926,4.30417,-0.8,-1,0.7,-1
1.29E-05,0.679461,4.15938,-1,-0.9,-0.8,0.8
1.30E-05,0.681298,4.08593,-1,-0.9,-0.9,0.7
1.31E-05,0.681298,4.15554,-0.9,-1,-0.9,0.7
8.73E-06,0.681298,4.24114,-1,-0.9,0.7,-0.9
1.04E-05,0.68252,4.25871,-1,-1,0.5,-0.9
1.40E-05,0.68678,4.09792,-0.9,-1,-1,0.6
1.27E-05,0.68678,4.32816,-1,-0.9,0.6,-1
1.30E-05,0.68678,4.34159,-0.9,-1,0.6,-1
8.26E-06,0.6889,4.3541,-0.7,-1,-0.9,1
1.13E-05,0.6889,4.17977,-1,-1,-0.8,0.7
1.12E-05,0.6889,4.23739,-1,-1,-0.7,0.8
1.86E-05,0.6889,4.15986,-1,-0.7,1,-0.9
1.55E-05,0.69851,4.16009,-1,-0.9,1,-0.7
7.53E-06,0.69851,4.16009,-1,-0.9,1,-0.7
1.31E-05,0.704154,4.25394,-1,-1,-0.9,0.7
8.42E-06,0.705927,4.42826,-0.7,-1,1,-1
8.65E-06,0.710047,4.37238,-1,-0.9,0.9,-0.9
8.56E-06,0.726579,4.438,-1,-0.9,1,-0.9
6.73E-06,0.516398,3.1504,0.6,-0.7,-0.8,-0.6
7.68E-06,0.516398,3.08628,-0.7,-0.6,-0.8,0.6
6.73E-06,0.516398,3.1504,-0.6,-0.7,-0.8,0.6
7.88E-06,0.516398,3.2685,-0.6,-0.7,-0.6,0.8
1.36E-05,0.61101,3.77956,-0.8,-0.8,0.8,-0.8
1.33E-05,0.621825,3.92979,-0.9,-0.7,0.6,-1
1.26E-05,0.621825,3.91798,-0.6,-1,0.8,-0.8
1.20E-05,0.62283,3.91608,-0.9,-0.8,0.6,-0.9
1.14E-05,0.62283,3.93477,-0.8,-0.9,0.6,-0.9
1.22E-05,0.62283,3.75736,-0.8,-0.9,0.9,-0.6
1.32E-05,0.623832,3.85926,-1,0.6,0.7,0.9
1.28E-05,0.623832,3.86036,-0.6,-1,0.9,-0.7
6.25E-06,0.623832,3.86036,-0.6,-1,0.9,-0.7
1.17E-05,0.624166,3.8391,-1,-0.7,0.7,-0.8
1.13E-05,0.624166,3.94221,-0.7,-1,0.7,-0.8
1.51E-05,0.624166,3.79895,-1,-0.5,0.8,-0.9
1.10E-05,0.624166,3.88459,-0.7,-1,0.8,-0.7
